segment_id,slope,intercept,r2_trend_fit,var_before,var_after
17040024302670,-0.0022862594454037648,20.376915399332972,0.0009928931859201073,122.53406571401977,122.41240247512961
17040020958724,-0.0022464242425446167,15.482102397305193,0.0010691033382548287,109.86825259777211,109.75079208215155
17040023020212,-0.0021937116090566967,15.026107794275557,0.0010404515067689024,107.65781769621023,107.54580495757226
17040019254748,-0.002175417810654355,15.772477854587015,0.0010790852929054573,102.07935912652616,101.96920679138346
-17040020958724,-0.0021699582657422195,16.864560954081277,0.0006778026716484087,161.69918638628494,161.58958624574873
17040024746886,-0.0021534926550655638,26.307921505085968,0.0005366951798480013,201.12564199873503,201.01769883613036
17040022074400,-0.0021331151827765705,29.00561751732829,0.0006431184605323326,164.68194445366842,164.5760344550741
17040020495204,-0.002105945006211524,22.335819286914514,0.0005478354674098851,188.43095753786235,188.3277283761657
-17040021034574,-0.002096164400268312,18.823172652804033,0.000725940183445517,140.8828710731604,140.78059853588917
-17040019393791,0.0019568425780784452,18.862890499194847,0.0002516878562615066,354.12604219864005,354.0369129742325
17040019869884,-0.0019514907577458677,16.213207149983496,0.0005241506979581922,169.11618680348022,169.02754443613085
17040024286130,-0.0018871416119347357,34.293678481411476,0.00015310139899171737,541.4248332302335,541.3419403308179
-17040035663188,-0.0018732311511103627,43.45609640831758,0.0011725964765266772,69.65342979127136,69.5717544249201
-17040035609765,0.0018300075686107113,25.06362633900441,0.0004858021107723154,160.45554237824157,160.37759273706916
-17040035663212,-0.0017949444550062227,43.50630119722747,0.0011081152524212712,67.67456040480702,67.59956919222161
17040033527972,-0.0017941732458578907,26.18193131695022,0.00032587646308968043,229.92389456040448,229.84896777486577
-17040019773902,0.0017794305965571776,24.001953371140516,0.00027291493931558275,270.0493564199871,269.97565591626795
17040019788662,-0.0017580878317544474,19.99242281033396,0.0016938093300225,42.474176154332675,42.402232998477494
17040020382991,-0.0017538669633757934,15.779749764955342,0.000330126760584748,216.88070354250792,216.80910541841425
17040022422704,-0.001742466533537003,14.927573463333031,0.00041410904779271007,170.6563765834096,170.585706233803
17040028440749,-0.0017410163955819545,15.781426471029496,0.00025752747267726583,273.9621114672724,273.89155869709685
-17040018780848,-0.0017387649004354476,21.16550582110601,0.00020557503178542103,342.3100988388194,342.2397284293695
17040024566157,0.0017202473284914659,36.3264519321171,0.00021609039231551552,318.75328902671396,318.6844095034354
-17040023654134,0.0017038192190102453,22.48993252467969,0.00036822338927733345,183.50335248436318,183.4357822579673
17040019304287,0.0017008748740059457,28.514319470699437,0.0009166078282756285,73.46314516129017,73.39580826734576
17040019847584,0.0016985717087005543,56.02388468809073,5.991981045949668e-05,1120.7421098342272,1120.6749551794342
17040034980764,0.0016937905108991582,21.628686200378066,0.0011116432703319745,60.070645161290464,60.00386803285225
-17040020045035,0.0016881992445737391,17.333701165721486,0.00022264065894339602,297.95540840053724,297.8890714120757
-17040022031006,-0.0016804408207578415,19.607240600714135,0.0005032678400060941,130.60374044556934,130.5380117832182
-17040021687005,-0.001676644558671083,14.267629174543165,0.0004924799706799154,132.86230537634407,132.79687335208797
17040022420190,0.001668412349390028,22.30620667926906,0.001008185449317467,64.26503004427597,64.20023897608513
-17040024517016,-0.001655353357270714,14.549206442974167,0.0004914441968549843,129.7823295432085,129.7185487705
17040034981886,0.0016499392000229572,20.836074354127284,0.0011366432582708974,55.746813725490156,55.683449485499
17040022050244,-0.0016497957192511733,19.787221172022683,0.00029487909714687177,214.84472998102595,214.7813767610212
17040019045778,0.0016486837432698534,25.044738500315063,0.0004694119241622774,134.78108317520574,134.71781532761165
-17040022336795,-0.001648453576198451,33.781381406217186,0.00010080450817340214,627.4539180797145,627.390667896099
-17040035142508,-0.0016483586696462897,21.09271056500735,0.00010684102116043093,591.9346344732803,591.8713915724737
-17040024302670,-0.0016416920448281758,20.173141409367776,0.0006050345574563076,103.68395507765847,103.62122270178264
17040019902993,0.00163783300990376,18.918431001890358,0.0011806484777983073,52.88432637571162,52.82188857627669
-17040021068563,-0.0016262290024858042,23.924344675488346,0.0006576002124157876,93.60731922833628,93.5457630353283
17040021067976,-0.0016144815142960667,23.05708254568368,0.0003856016536805118,157.33872055661004,157.27805048577503
-17040018880796,-0.001613889656112461,43.56275992438563,0.0018434912286995342,32.88629506641375,32.82566946991431
-17040035610319,0.0016033079491934578,20.37336168872086,0.00041902934853299545,142.79000158127738,142.73016837993796
17040021866245,-0.0015993592387866804,22.97295893719807,0.0008079896944992448,73.68762747382118,73.62808863021021
-17040023819439,-0.001589766951356433,17.02098692501575,0.00040417462109643143,145.54799849778598,145.48917169064214
-17040019304290,0.001587076686885499,21.956805293005672,0.0010453285698415193,56.08559772296019,56.02696984530366
-17040020212940,-0.0015645771083602643,17.422682734719597,0.00013950178473109975,408.4346022928529,408.37762493688683
17040026818120,-0.0015641740668867503,31.834636718476506,0.00033368796944921453,170.66244443922199,170.60549643467627
17040020413288,-0.0015521032487633738,19.325645872715818,0.0017835639913774681,31.438431372548894,31.382358918407565
-17040020395628,-0.0015382932244792549,17.238673597983617,0.001866521251288611,29.508943706514863,29.453864635983564
17040022031006,-0.0015309557772333492,10.556554995449137,0.0006818171897736702,80.01394698464034,79.95939210016438
17040021961049,-0.0015196407241474556,21.150425330812855,0.00034006412177789436,158.0626944971537,158.00894304576377
17040018833668,-0.0015147085726174118,21.578292375551356,0.001839956119512931,29.02411922833649,28.970716122548836
